order_id,customer_id,price,quantity,order_date,region,product
208,4478,55.66,4,2022-08-06,South,Doohickey
209,3278,82.51,2,2022-04-18,South,Gadget
210,3796,263.51,4,2022-12-18, west ,Widget
211,2678,157.38,4,2022-02-21,,Doohickey
212,4242,,9,2022-02-14,EAST,Widget
213,1540,230.31,9,2022-06-28,north,Gadget
214,2059,374.36,5,2022-05-30,north,Gadget
215,3572,446.39,7,2022-11-08,,Gadget
216,2183,294.72,7,2022-12-04,South,Widget
217,4910,363.03,3,2022-06-14,South,Widget
218,2722,185.21,9,2022-09-30,north,Gadget
219,4314,250.64,3,2022-11-03,north,Doohickey
220,4157,366.17,7,2022-02-12,EAST,Widget
221,2819,365.19,7,2022-09-12,South,Doohickey
222,3625,215.14,9,2022-01-22,South,Widget
223,3729,274.12,7,2022-01-04,EAST,Widget
224,3604,462.31,5,2022-07-05,  WEST,Widget
225,2597,317.84,2,2022-01-03,South,Doohickey
226,4060,323.07,1,2022-10-26,,Widget
227,3693,393.39,6,2022-01-17,  WEST,Gadget
228,1795,62.04,9,2022-01-06,South,Widget
229,2051,263.83,3,2022-07-08,South,Widget
230,2643,479.92,1,2022-10-25, west ,Doohickey
231,4627,184.02,1,2022-09-14,EAST,Widget
232,2363,150.99,9,2022-04-12,EAST,Gadget
233,4869,302.6,9,2022-05-08,South,Gadget
234,2981,114.45,6,2022-10-11,north,Doohickey
235,2354,280.19,3,2022-04-05, west ,Doohickey
236,2663,82.05,9,2022-08-11,South,Widget
237,2529,292.0,5,2022-08-21,  WEST,Widget
238,3038,303.18,8,2022-02-16,South,Widget
239,4419,212.11,4,2022-03-29,South,Widget
240,2496,194.46,1,2022-09-29,,Gadget
241,4302,126.5,2,2022-06-02,EAST,Widget
242,3237,168.81,8,2022-02-06,  WEST,Gadget
243,4296,251.68,4,2022-12-29,EAST,Doohickey
244,2408,127.59,1,2022-09-21,  WEST,Doohickey
245,2400,392.5,5,2022-09-26,north,Gadget
246,2306,355.97,4,2022-08-07,north,Widget
247,3680,138.31,5,2022-09-24,South,Gadget
248,3675,53.23,3,2022-12-18,EAST,Widget
249,1972,5.09,4,2022-12-16,north,Widget
250,2768,300.38,8,2022-01-02,north,Widget
251,2282,109.63,6,2022-05-18,  WEST,Doohickey
252,4430,11.23,5,2022-02-25, west ,Widget
253,1709,182.75,4,2022-12-18,north,Doohickey
254,2479,481.19,2,2022-02-17,South,Doohickey
255,2434,346.52,1,2022-09-03,EAST,Widget
256,1648,429.59,4,2022-05-01,,Doohickey
257,1317,76.65,2,2022-07-06,  WEST,Widget
258,4748,41.28,9,2022-03-15, west ,Doohickey
259,4296,10.71,2,2022-09-18,  WEST,Gadget
260,4890,478.05,2,2022-08-08,EAST,Widget
261,2257,153.6,6,2022-02-06,South,Widget
262,1683,232.45,6,2022-02-12,,Widget
263,1663,200.29,4,2022-06-07,north,Widget
264,2998,366.58,3,2022-04-22,South,Doohickey
265,4898,158.43,4,2022-01-24,EAST,Doohickey
266,4445,270.05,5,2022-07-28,EAST,Widget
267,4743,497.81,8,2022-08-05,,Doohickey
268,2631,224.81,2,2022-12-18,  WEST,Widget
269,2495,277.88,6,2022-11-28,  WEST,Gadget
270,4304,253.75,7,2022-03-30,EAST,Widget
271,4763,402.58,3,2022-10-07,,Widget
272,2136,137.09,5,2022-03-04,EAST,Doohickey
273,2853,89.37,2,2022-09-26,north,Gadget
274,2520,378.28,3,2022-10-26,  WEST,Widget
275,3489,210.73,2,2022-04-14,  WEST,Gadget
276,1563,457.29,1,2022-06-07,EAST,Widget
277,2291,323.86,8,2022-03-30,South,Widget
278,4581,284.35,3,2022-02-10,,Gadget
279,4878,39.88,7,2022-03-01,north,Doohickey
280,4457,366.55,3,2022-11-28,EAST,Widget
281,4458,344.59,7,2022-01-22,north,Widget
282,4184,321.84,8,2022-03-02,,Widget
283,2636,,6,2022-12-19,South,Doohickey
284,4696,473.64,9,2022-03-16,north,Doohickey
285,3999,164.22,1,2022-09-05,,Doohickey
286,4152,80.35,1,2022-11-21,EAST,Doohickey
287,1698,493.66,2,2022-01-04,,Widget
288,3160,374.39,4,2022-07-23,,Widget
289,1001,210.32,6,2022-02-28,north,Gadget
290,1641,468.28,9,2022-10-27,north,Widget
291,3267,50.1,5,2022-07-11,,Widget
292,2589,48.39,9,2022-08-02,EAST,Gadget
293,1854,342.81,5,2022-01-07,north,Widget
294,2759,93.1,2,2022-12-03, west ,Doohickey
295,4296,458.98,9,2022-06-04,  WEST,Gadget
296,3432,420.98,9,2022-02-28,South,Widget
297,4474,156.65,7,2022-12-07,,Gadget
298,2661,444.98,4,2022-01-19,north,Gadget
299,2153,26.23,5,2022-09-07,north,Gadget
300,2076,276.58,1,2022-03-06,EAST,Doohickey
301,2707,468.1,6,2022-05-27,north,Doohickey
302,3777,428.41,9,2022-09-06,  WEST,Widget
303,2695,181.26,6,2022-07-02, west ,Gadget
304,2733,95.52,9,2022-02-12,South,Widget
305,2439,109.22,2,2022-06-04,South,Widget
306,3294,259.68,5,2022-10-04,,Gadget
307,1835,300.4,3,2022-07-05,,Widget
308,4510,21.24,7,2022-12-19,,Widget
309,1202,209.71,2,2022-10-28,,Doohickey
310,4255,416.04,1,2022-01-18,South,Widget
311,1122,224.94,7,2022-07-12,,Gadget
312,1400,88.74,8,2022-05-01,South,Doohickey
313,1766,477.66,6,2022-05-25,EAST,Doohickey
314,1293,136.81,3,2022-06-12,north,Gadget
315,3327,400.22,3,2022-12-12,South,Doohickey
316,4908,100.93,3,2022-02-16,north,Widget
317,3931,214.47,5,2022-05-07, west ,Widget
318,4681,247.76,4,2022-05-21,EAST,Widget
319,1197,252.81,9,2022-01-31,north,Widget
320,4029,260.65,1,2022-01-09,EAST,Widget
321,2930,116.35,9,2022-08-15,EAST,Gadget
322,4582,260.38,8,2022-04-23,EAST,Gadget
323,3799,243.45,6,2022-01-16,  WEST,Doohickey
324,3191,108.32,9,2022-09-24,,Gadget
325,1608,494.15,6,2022-02-25,EAST,Gadget
326,4272,433.45,7,2022-03-11,north,Widget
327,2147,444.35,4,2022-10-27,EAST,Gadget
328,1186,344.36,6,2022-08-25,north,Widget
329,4397,84.15,3,2022-02-04,north,Gadget
330,3511,286.21,5,2022-10-24,EAST,Widget
331,4420,411.61,4,2022-06-10,EAST,Gadget
332,2794,24.17,4,2022-10-07, west ,Gadget
333,1659,250.44,2,2022-10-23,north,Widget
334,3811,201.08,6,2022-06-01,South,Widget
335,4002,110.0,3,2022-02-12,  WEST,Gadget
336,2955,192.23,7,2022-06-18,EAST,Gadget
337,3450,491.83,9,2022-03-20,north,Doohickey
338,2369,363.01,1,2022-08-31,north,Widget
339,2986,153.27,6,2022-08-16,  WEST,Gadget
340,2534,304.65,7,2022-10-05,EAST,Gadget
341,1146,127.09,9,2022-08-17, west ,Gadget
342,4219,307.37,4,2022-02-07, west ,Gadget
343,3911,448.6,7,2022-12-21,,Doohickey
344,2734,280.65,8,2022-05-28,EAST,Gadget
345,2843,368.0,6,2022-11-02,South,Doohickey
346,1488,229.4,5,2022-02-26,  WEST,Gadget
347,3976,264.44,2,2022-09-22,South,Widget
348,2959,349.06,1,2022-09-15,north,Gadget
349,2663,407.14,3,2022-02-10, west ,Gadget
350,3598,331.43,8,2022-08-29,EAST,Widget
351,3385,488.86,5,2022-08-19, west ,Widget
352,3919,410.81,5,2022-10-14,South,Gadget
353,1640,389.69,9,2022-06-28,,Gadget
354,2802,423.33,9,2022-06-11,north,Widget
355,3520,144.2,9,2022-07-08,,Gadget
356,2969,218.86,8,2022-04-08,EAST,Widget
357,3198,284.41,8,2022-01-03,EAST,Doohickey
358,2438,233.88,2,2022-03-29,north,Doohickey
359,4369,424.49,2,2022-08-04, west ,Widget
360,2634,18.4,5,2022-03-21,north,Gadget
361,1262,108.54,6,2022-04-27,,Gadget
362,2787,441.44,5,2022-02-12, west ,Widget
363,3191,34.25,8,2022-12-15,EAST,Widget
364,3393,117.36,1,2022-02-19,,Doohickey
365,1623,178.87,6,2022-10-23,  WEST,Doohickey
366,2016,376.62,5,2022-07-29,South,Widget
367,4643,282.29,2,2022-05-04,EAST,Doohickey
368,1880,477.53,8,2022-11-18, west ,Widget
369,3049,117.8,7,2022-09-12,north,Widget
370,3944,436.7,5,2022-10-19,EAST,Widget
371,2327,145.04,2,2022-01-09,north,Gadget
372,3301,126.52,2,2022-03-04,South,Gadget
373,4723,,1,2022-01-29,South,Doohickey
374,1452,40.25,8,2022-02-06,EAST,Widget
375,4108,195.23,6,2022-08-25,north,Widget
376,2183,181.06,2,2022-01-02,north,Gadget
377,4062,84.25,6,2022-03-19,South,Gadget
378,3056,431.09,4,2022-11-01,  WEST,Widget
379,4304,196.02,3,2022-05-12,EAST,Gadget
380,4170,491.05,9,2022-06-15,South,Widget
381,2682,450.36,3,2022-04-20,  WEST,Widget
382,3863,101.43,8,2022-01-25, west ,Doohickey
383,3255,255.04,8,2022-03-16, west ,Gadget
384,2154,302.89,5,2022-09-07,north,Widget
385,1403,410.39,6,2022-10-08,South,Doohickey
386,3199,443.39,5,2022-06-18,South,Widget
387,3101,313.89,4,2022-09-15,north,Gadget
388,4191,22.39,3,2022-06-19,north,Gadget
389,2696,243.23,8,2022-11-24,north,Gadget
390,4991,442.98,6,2022-09-17,north,Widget
391,1627,358.47,1,2022-07-31,  WEST,Gadget
392,1586,435.72,8,2022-03-26,north,Gadget
393,2648,338.67,4,2022-07-29,  WEST,Doohickey
394,2443,26.8,2,2022-02-03,north,Gadget
395,2445,484.16,5,2022-01-17,north,Doohickey
396,1103,459.42,2,2022-07-21,north,Widget
397,4923,67.66,2,2022-02-16,EAST,Widget
398,1253,60.78,6,2022-02-20,north,Gadget
399,4298,271.84,5,2022-11-06, west ,Doohickey
400,4183,379.74,8,2022-08-04,north,Widget
401,3557,194.18,3,2022-01-06,South,Doohickey
402,2496,72.51,8,2022-06-07,north,Gadget
403,1098,257.73,8,2022-05-08,north,Doohickey
404,3200,172.1,4,2022-02-09,South,Widget
405,2884,,8,2022-01-11,north,Doohickey
406,3961,324.27,4,2022-08-22,South,Gadget
407,2919,443.38,4,2022-04-07, west ,Gadget
408,1877,281.5,4,2022-06-30,north,Doohickey
409,1337,345.36,6,2022-08-19,north,Gadget
410,4777,331.67,6,2022-11-13,EAST,Gadget
411,3869,277.82,1,2022-01-07,,Doohickey
412,4234,158.83,4,2022-12-26,,Widget
413,4791,192.01,3,2022-09-19,  WEST,Gadget
414,1956,161.27,9,2022-11-06,north,Doohickey
415,2704,459.16,9,2022-01-02,EAST,Doohickey
416,1160,414.18,1,2022-05-16,north,Doohickey
417,2603,291.78,2,2022-05-29,EAST,Widget
418,3848,456.56,9,2022-12-04,  WEST,Gadget
419,1397,443.77,2,2022-08-10,South,Gadget
420,2300,464.21,6,2022-07-19,EAST,Doohickey
421,1815,114.78,2,2022-02-02,EAST,Gadget
422,4987,360.16,5,2022-07-02,South,Doohickey
423,2527,306.57,7,2022-08-29,north,Gadget
424,2919,368.25,1,2022-10-01,  WEST,Widget
425,2415,135.37,6,2022-11-22,,Widget
426,2158,348.93,8,2022-06-04,South,Doohickey
427,2218,207.87,7,2022-06-04,,Gadget
428,1400,417.88,8,2022-11-24,north,Gadget
429,1639,398.71,5,2022-05-10,  WEST,Doohickey
430,4104,109.62,1,2022-10-19,EAST,Widget
431,3735,96.01,3,2022-08-30,north,Doohickey
432,1459,360.28,5,2022-03-29,South,Gadget
433,1954,277.49,5,2022-04-14,South,Doohickey
434,4954,280.82,9,2022-11-15,north,Widget
435,1469,377.5,3,2022-06-24,  WEST,Doohickey
436,4446,428.21,5,2022-08-06, west ,Gadget
437,2045,123.29,2,2022-04-26,EAST,Doohickey
438,3797,279.99,2,2022-07-14, west ,Doohickey
439,2693,415.33,5,2022-03-08,,Doohickey
440,3085,437.03,9,2022-12-04,north,Gadget
441,3277,147.27,2,2022-08-20, west ,Gadget
442,4436,56.56,8,2022-05-21,EAST,Widget
443,1562,120.25,3,2022-03-26,  WEST,Doohickey
444,3485,473.02,3,2022-01-26,EAST,Gadget
445,2799,233.93,2,2022-07-20,EAST,Widget
446,4354,212.19,4,2022-01-27,South,Widget
447,3074,11.48,7,2022-08-19,  WEST,Gadget
448,1225,30.25,5,2022-11-06, west ,Gadget
449,4348,336.0,3,2022-09-02,,Gadget
450,1797,296.96,8,2022-03-28,north,Widget
451,4680,289.89,8,2022-01-01,EAST,Doohickey
452,3331,59.61,8,2022-09-06,  WEST,Gadget
453,3926,179.27,4,2022-07-03,EAST,Widget
454,1959,407.12,3,2022-06-04,north,Doohickey
455,2504,91.58,8,2022-03-20,,Gadget
456,1452,441.93,6,2022-04-16,,Widget
457,4067,65.13,7,2022-01-01,north,Widget
458,4900,88.73,1,2022-04-12,South,Gadget
459,1815,241.49,6,2022-03-27,north,Doohickey
460,1658,472.92,3,2022-09-28,EAST,Widget
461,4587,168.13,7,2022-08-11,EAST,Widget
462,1546,330.82,3,2022-10-30,  WEST,Doohickey
463,2215,296.39,2,2022-10-05,north,Doohickey
464,4120,79.06,3,2022-09-30,EAST,Gadget
465,4583,127.84,7,2022-01-03, west ,Doohickey
466,1016,465.43,1,2022-11-29,north,Doohickey
467,4243,96.49,9,2022-05-29,EAST,Gadget
468,2243,349.03,8,2022-10-16,north,Gadget
469,3205,482.52,9,2022-01-11,South,Gadget
470,3524,64.16,3,2022-10-14,South,Widget
471,2069,202.6,9,2022-09-06,EAST,Gadget
472,4444,115.85,3,2022-12-13,  WEST,Widget
473,3565,114.67,5,2022-06-10, west ,Widget
474,3146,63.9,5,2022-06-10,  WEST,Widget
475,4963,326.53,9,2022-01-24,EAST,Gadget
476,2768,374.44,1,2022-05-06,north,Widget
477,2060,340.01,2,2022-12-09,north,Doohickey
478,3327,462.7,6,2022-11-13,South,Doohickey
479,4420,77.11,5,2022-04-15, west ,Gadget
480,3544,163.32,4,2022-02-04,EAST,Widget
481,1301,175.56,3,2022-05-04,,Gadget
482,1180,119.88,1,2022-08-23,EAST,Gadget
483,1606,75.39,9,2022-03-31,EAST,Gadget
484,4170,,1,2022-11-30,,Doohickey
485,1699,418.05,7,2022-10-03, west ,Gadget
486,1992,477.5,5,2022-04-23,South,Gadget
487,2139,69.02,2,2022-01-23,EAST,Widget
488,1190,412.46,4,2022-08-15,South,Gadget
489,3300,413.17,2,2022-05-23,EAST,Doohickey
490,1980,197.54,7,2022-11-13,South,Widget
491,3975,59.46,4,2022-09-13,EAST,Gadget
492,3006,495.05,8,2022-04-28,EAST,Doohickey
493,2184,329.52,1,2022-09-08,EAST,Widget
494,4327,491.19,9,2022-05-18,  WEST,Doohickey
495,4394,244.41,8,2022-08-24, west ,Gadget
496,1127,200.62,7,2022-01-03,  WEST,Gadget
497,3065,127.36,8,2022-04-21, west ,Gadget
498,2816,491.87,4,2022-01-24,South,Widget
499,2758,130.36,7,2022-12-13,EAST,Gadget
500,3613,16.76,5,2022-10-13,EAST,Gadget
501,1569,258.67,7,2022-07-16,  WEST,Gadget
502,2346,191.64,5,2022-04-21,EAST,Doohickey
503,2895,134.38,2,2022-10-26,north,Gadget
504,3733,319.13,5,2022-02-18,north,Doohickey
505,4863,185.31,3,2022-04-24, west ,Gadget
506,1625,204.11,5,2022-10-27,EAST,Widget
507,4359,16.41,5,2022-12-12,north,Widget
508,3901,296.59,6,2022-05-06,South,Doohickey
509,2686,65.43,8,2022-09-04,,Gadget
510,4009,110.83,8,2022-09-16,South,Doohickey
511,4710,359.97,2,2022-11-22, west ,Doohickey
512,1154,160.06,6,2022-09-22,north,Doohickey
513,3537,85.79,8,2022-03-13,north,Doohickey
514,2409,290.82,2,2022-12-10,,Gadget
515,1784,111.38,5,2022-10-02,  WEST,Doohickey
516,4175,139.13,2,2022-06-01,EAST,Widget
517,4464,312.56,2,2022-04-17,South,Doohickey
518,4882,371.23,3,2022-06-11,north,Gadget
519,1245,371.13,5,2022-08-01,South,Widget
520,4247,243.71,6,2022-07-24,South,Doohickey
521,4110,229.88,5,2022-06-03,South,Gadget
522,2500,394.88,8,2022-09-08,north,Doohickey
523,2705,100.55,7,2022-04-28,north,Doohickey
524,3806,80.34,5,2022-12-28,EAST,Widget
525,1537,334.02,8,2022-04-23,  WEST,Gadget
526,2890,207.71,4,2022-03-14,,Doohickey
527,2841,356.45,4,2022-11-30,EAST,Doohickey
528,1920,132.02,6,2022-12-11,north,Gadget
529,3455,165.81,5,2022-10-09,north,Gadget
530,1524,448.86,6,2022-05-14,EAST,Doohickey
531,3875,213.72,2,2022-03-11,north,Gadget
532,2529,297.52,1,2022-11-22,South,Doohickey
533,3950,57.81,7,2022-04-23,South,Widget
534,4896,93.52,2,2022-08-12,  WEST,Widget
535,1035,22.76,3,2022-02-19,north,Gadget
536,1684,215.06,3,2022-10-25,EAST,Widget
537,1019,494.52,9,2022-04-25,EAST,Gadget
538,3368,437.57,4,2022-01-26,EAST,Doohickey
539,4847,318.29,6,2022-10-26, west ,Widget
540,3559,431.24,8,2022-11-21,EAST,Gadget
541,1399,299.11,6,2022-07-04, west ,Widget
542,3701,187.54,6,2022-04-05,South,Doohickey
543,1971,90.91,2,2022-06-19,EAST,Gadget
